股票名称,股票代码,供应商名称,采购占比,采购金额,公告时间,数据来源,供应商重复次数
国海证券,750,国海证券有限责任公司,无,,2025-07-10 00:00:00,招投标公告,2
国海证券,750,四川长虹佳华信息产品有限责任公司,无,,2025-06-25 00:00:00,招投标公告,1
国海证券,750,广州柏瀚信息科技有限公司,无,11.38,2025-06-20 00:00:00,招投标公告,1
国海证券,750,广州晨霖信息技术有限公司,无,,2025-06-16 00:00:00,招投标公告,3
国海证券,750,北京智游网安科技有限公司,无,,2025-05-27 00:00:00,招投标公告,1
国海证券,750,上海汉诺通讯技术有限公司,无,,2025-05-22 00:00:00,招投标公告,1
国海证券,750,广西中翔惠电子信息技术有限责任公司,无,,2025-05-21 00:00:00,招投标公告,1
国海证券,750,上海正网信息技术有限公司,无,,2025-05-21 00:00:00,招投标公告,1
国海证券,750,深圳市金证科技股份有限公司,无,,2025-05-12 00:00:00,招投标公告,1
国海证券,750,广西兴思维电子科技有限公司,无,,2025-04-28 00:00:00,招投标公告,1
国海证券,750,北京微步在线科技有限公司,无,,2025-02-26 00:00:00,招投标公告,1
国海证券,750,上海恒生聚源数据服务有限公司,无,,2025-01-16 00:00:00,招投标公告,1
国海证券,750,国海证券有限责任公司,无,,2024-12-06 00:00:00,招投标公告,4
国海证券,750,通联数据股份公司,无,,2024-08-15 00:00:00,招投标公告,1
国海证券,750,润建股份有限公司,无,,2024-06-25 00:00:00,招投标公告,1
国海证券,750,北京可利邦信息技术股份有限公司,无,190.00,2024-06-24 00:00:00,招投标公告,1
国海证券,750,江苏晋陵建设发展有限公司,无,,2023-12-15 00:00:00,招投标公告,1
国海证券,750,河池五吉有限责任公司,无,,2023-12-15 00:00:00,招投标公告,1
国海证券,750,国海证券有限责任公司,无,,2023-11-24 00:00:00,招投标公告,1
国海证券,750,广西宝亮升维网络科技有限公司,无,,2023-10-07 00:00:00,招投标公告,2
国海证券,750,恒生电子股份有限公司,无,325.00,2023-08-23 00:00:00,招投标公告,1
国海证券,750,广西数广信创信息技术有限公司,无,354.00,2022-12-05 00:00:00,招投标公告,1
国海证券,750,广西宝亮升维网络科技有限公司,无,558.92,2022-11-24 00:00:00,招投标公告,1
国海证券,750,恒生电子股份有限公司,无,695.18,2022-10-08 00:00:00,招投标公告,2
国海证券,750,润建股份有限公司,无,291.90,2022-06-17 00:00:01,招投标公告,1
国海证券,750,上海华讯网络存储系统有限责任公司,无,196.00,2022-03-24 00:00:00,招投标公告,1
国海证券,750,北京长城云智科技集团有限公司,无,315.21,2022-01-28 00:00:00,招投标公告,1
国海证券,750,苏中达科智能工程有限公司,无,288.25,2022-01-28 00:00:00,招投标公告,1
国海证券,750,上海广域建筑装饰工程有限公司,无,3236.63,2021-12-08 00:00:00,招投标公告,1
国海证券,750,北京睿智融科控股股份有限公司,无,283.63,2021-06-30 00:00:00,供应商公告,1
国海证券,750,上海地面通信息网络股份有限公司,1.30%,63.84,2021-04-13 00:00:00,供应商公告,1
国海证券,750,河南省汇隆精密设备制造股份有限公司,无,5.00,2018-08-28 00:00:00,供应商公告,1
国海证券,750,上海地面通信息网络股份有限公司,1.09%,65.49,2017-04-24 00:00:00,供应商公告,1
国海证券,750,上海地面通信息网络股份有限公司,1.07%,26.96,2016-12-29 00:00:00,供应商公告,1
国海证券,750,上海领灿投资咨询股份有限公司,5.44%,75.47,2016-07-26 00:00:00,供应商公告,1
国海证券,750,焦作市利华包装材料有限公司,无,,2012-05-24 00:00:00,司法数据,1
锌业股份,751,建发物流集团有限公司,11.78%,181655.22,2025-04-25 00:00:00,年报,1
锌业股份,751,国网辽宁省电力有限公司葫芦岛供电公司,3.81%,58752.65,2025-04-25 00:00:00,年报,1
锌业股份,751,江苏苏豪中天控股有限公司,12.20%,188182.75,2025-04-25 00:00:00,年报,1
锌业股份,751,赤峰富邦铜业有限责任公司,4.37%,67348.47,2025-04-25 00:00:00,年报,1
锌业股份,751,浙江祥云科技股份有限公司,4.54%,70027.06,2025-04-25 00:00:00,年报,1
锌业股份,751,基本账户开户银行,无,,2024-11-29 00:00:00,招投标公告,1
锌业股份,751,国城矿业股份有限公司,无,2737.95,2024-04-27 00:00:00,供应商公告,1
锌业股份,751,建发（重庆）有限公司,4.50%,81221.69,2024-04-20 00:00:00,年报,2
锌业股份,751,浙江祥云科技股份有限公司,3.52%,63506.37,2024-04-20 00:00:00,年报,1
锌业股份,751,国网辽宁省电力有限公司葫芦岛供电公司,3.39%,61192.11,2024-04-20 00:00:00,年报,1
锌业股份,751,建发物流集团有限公司,13.28%,239490.92,2024-04-20 00:00:00,年报,1
锌业股份,751,江苏苏豪中天控股有限公司,12.89%,232447.61,2024-04-20 00:00:00,年报,1
锌业股份,751,广州圣联新材料科技有限公司,7.97%,141860.45,2023-04-29 00:00:00,年报,1
锌业股份,751,海南瓯琼金属材料有限公司,7.69%,136869.99,2023-04-29 00:00:00,年报,1
锌业股份,751,江苏苏豪中天控股有限公司,6.92%,123093.80,2023-04-29 00:00:00,年报,1
锌业股份,751,建发物流集团有限公司,13.08%,232735.49,2023-04-29 00:00:00,年报,1
锌业股份,751,阳泉纳谷物贸有限责任公司,5.66%,100664.26,2023-04-29 00:00:00,年报,1
锌业股份,751,赤峰吉隆黄金矿业股份有限公司,无,13471.05,2022-04-30 00:00:00,供应商公告,1
锌业股份,751,建发物流集团有限公司,20.39%,437041.92,2022-04-02 00:00:00,年报,1
锌业股份,751,温州杭兴贸易有限公司,9.85%,211009.90,2022-04-02 00:00:00,年报,1
锌业股份,751,海南瓯琼金属材料有限公司,8.57%,183690.41,2022-04-02 00:00:00,年报,1
锌业股份,751,深圳前海科珀实业有限公司,7.87%,168606.48,2022-04-02 00:00:00,年报,1
锌业股份,751,温州多弗工贸有限公司,8.45%,181192.60,2022-04-02 00:00:00,年报,1
锌业股份,751,建发物流集团有限公司,26.33%,172464.70,2021-04-02 00:00:00,年报,1
锌业股份,751,华利行（天津）国际贸易有限公司,7.38%,48367.89,2021-04-02 00:00:00,年报,1
锌业股份,751,国网辽宁省电力有限公司葫芦岛供电公司,7.30%,47841.46,2021-04-02 00:00:00,年报,1
锌业股份,751,江苏筑正实业有限公司,6.88%,45052.58,2021-04-02 00:00:00,年报,1
锌业股份,751,深圳前海科珀实业有限公司,18.34%,93886.85,2020-04-21 00:00:00,年报,1
锌业股份,751,嘉能可有限公司,17.34%,88724.80,2020-04-21 00:00:00,年报,1
锌业股份,751,建发物流集团有限公司,9.26%,47380.80,2020-04-21 00:00:00,年报,1
锌业股份,751,国网辽宁省电力有限公司葫芦岛供电公司,8.22%,42058.91,2020-04-21 00:00:00,年报,1
锌业股份,751,普天国际贸易有限公司,6.02%,30810.60,2020-04-21 00:00:00,年报,1
锌业股份,751,上海今瑜国际贸易有限公司,4.07%,35554.59,2019-04-23 00:00:00,年报,1
锌业股份,751,嘉能可有限公司,9.94%,86895.00,2019-04-23 00:00:00,年报,1
锌业股份,751,国网辽宁省电力有限公司葫芦岛供电公司,4.31%,37643.28,2019-04-23 00:00:00,年报,1
锌业股份,751,建发物流集团有限公司,6.52%,56986.69,2019-04-23 00:00:00,年报,1
锌业股份,751,深圳前海科珀实业有限公司,25.84%,225924.99,2019-04-23 00:00:00,年报,1
锌业股份,751,浙江科菲科技股份有限公司,37.54%,2127.12,2019-04-19 00:00:00,供应商公告,1
锌业股份,751,国网辽宁省电力有限公司葫芦岛供电公司,6.21%,32409.04,2018-04-21 00:00:00,年报,1
锌业股份,751,扎兰屯市国森矿业有限责任公司,18.65%,97255.14,2018-04-21 00:00:00,年报,1
锌业股份,751,瑞士嘉能可能源有限公司,24.01%,125212.49,2018-04-21 00:00:00,年报,1
锌业股份,751,葫芦岛八家矿业股份有限公司,5.33%,27816.97,2018-04-21 00:00:00,年报,1
锌业股份,751,葫芦岛市前进化工厂,5.09%,26574.67,2018-04-21 00:00:00,年报,1
锌业股份,751,吉林瀚丰矿业科技有限公司,75.07%,10071.06,2018-04-11 00:00:00,供应商公告,1
锌业股份,751,吉林瀚丰矿业科技有限公司,无,4751.94,2017-08-23 00:00:00,供应商公告,1
锌业股份,751,扎兰屯市国森矿业有限责任公司,5.51%,30323.38,2017-04-20 00:00:00,年报,1
锌业股份,751,瑞士嘉能可能源有限公司,18.86%,103765.95,2017-04-20 00:00:00,年报,1
锌业股份,751,葫芦岛八家矿业股份有限公司,3.91%,21516.11,2017-04-20 00:00:00,年报,1
锌业股份,751,赤峰山金瑞鹏贸易有限公司,7.64%,42036.01,2017-04-20 00:00:00,年报,1
锌业股份,751,保定厚润商贸有限公司,4.13%,8021.38,2016-04-23 00:00:00,年报,1
锌业股份,751,新巴尔虎右旗荣达矿业有限责任公司,9.00%,17479.07,2016-04-23 00:00:00,年报,1
锌业股份,751,葫芦岛市前进化工厂,5.93%,11520.23,2016-04-23 00:00:00,年报,1
锌业股份,751,葫芦岛八家矿业股份有限公司,5.88%,11425.41,2016-04-23 00:00:00,年报,1
锌业股份,751,庆安尚璞矿业有限公司,4.64%,9011.62,2016-04-23 00:00:00,年报,1
锌业股份,751,杭州三耐环保科技股份有限公司,8.55%,424.81,2016-04-18 00:00:00,供应商公告,1
锌业股份,751,吉林瀚丰矿业科技有限公司,57.40%,3330.30,2016-04-12 00:00:00,供应商公告,1
锌业股份,751,神雾节能股份有限公司,5.66%,846.15,2015-08-28 00:00:00,供应商公告,1
锌业股份,751,吉林瀚丰矿业科技有限公司,59.27%,1650.10,2015-08-25 00:00:00,供应商公告,2
锌业股份,751,湖南万通科技股份有限公司,无,,2015-05-20 00:00:00,司法数据,1
锌业股份,751,葫芦岛市前进化工厂,2.34%,13477.94,2015-04-23 00:00:00,年报,1
锌业股份,751,赤峰中色白音诺尔矿业有限公司,2.03%,11683.25,2015-04-23 00:00:00,年报,1
锌业股份,751,葫芦岛八家矿业股份有限公司,2.00%,11545.89,2015-04-23 00:00:00,年报,1
锌业股份,751,新巴尔虎右旗荣达矿业有限责任公司,1.56%,9010.53,2015-04-23 00:00:00,年报,1
锌业股份,751,赤峰山金瑞鹏贸易有限公司,7.46%,43044.17,2015-04-23 00:00:00,年报,1
锌业股份,751,神雾节能股份有限公司,5.63%,805.52,2014-08-21 00:00:00,供应商公告,1
锌业股份,751,赤峰山金瑞鹏贸易有限公司,32.43%,92294.24,2014-04-25 00:00:00,年报,1
锌业股份,751,瑞士嘉能可能源有限公司,17.15%,48797.76,2014-04-25 00:00:00,年报,1
锌业股份,751,山西聚源煤化有限公司,4.30%,12241.41,2014-04-25 00:00:00,年报,1
锌业股份,751,林西鸿远商贸有限责任公司,3.54%,10062.14,2014-04-25 00:00:00,年报,1
锌业股份,751,张家口厚利矿业有限责任公司,3.40%,9683.50,2014-04-25 00:00:00,年报,1
锌业股份,751,葫芦岛市海融商贸有限公司,11.70%,43507.86,2013-04-25 00:00:00,年报,1
锌业股份,751,钏砂铭贸易（上海）有限公司,2.30%,8534.24,2013-04-25 00:00:00,年报,1
锌业股份,751,山西聚源煤化有限公司,1.66%,6157.44,2013-04-25 00:00:00,年报,1
锌业股份,751,衡阳市晨晖化工有限责任公司,无,,2010-11-12 00:00:00,司法数据,1
锌业股份,751,葫芦岛聚德贸易有限公司,无,,2010-09-27 00:00:00,司法数据,1
ST西发,752,宝鸡市育才玻璃制瓶有限公司,22.82%,5990.61,2025-04-25 00:00:00,年报,1
ST西发,752,成都紫祺包装制品有限公司,8.94%,2346.49,2025-04-25 00:00:00,年报,1
ST西发,752,西藏宝钢包装有限责任公司,10.72%,3078.06,2024-04-27 00:00:00,年报,1
ST西发,752,东台市金穗麦芽有限公司,5.59%,1603.17,2024-04-27 00:00:00,年报,1
ST西发,752,甘肃金丝路供应链有限公司,7.40%,2124.01,2024-04-27 00:00:00,年报,1
ST西发,752,南京乐惠芬纳赫包装机械有限公司,22.33%,6408.07,2024-04-27 00:00:00,年报,1
ST西发,752,甘肃君诺玻璃有限公司,14.14%,4058.93,2024-04-27 00:00:00,年报,1
ST西发,752,甘肃金丝路供应链有限公司,4.77%,1036.83,2023-04-29 00:00:00,年报,1
ST西发,752,南京乐惠芬纳赫包装机械有限公司,11.55%,2602.00,2023-04-29 00:00:00,年报,1
ST西发,752,甘肃石岛玻璃有限公司,12.94%,2914.58,2023-04-29 00:00:00,年报,1
ST西发,752,西藏合兴环保科技有限公司,4.27%,961.30,2023-04-29 00:00:00,年报,1
ST西发,752,西藏天地绿色饮品发展有限公司,42.06%,9474.27,2023-04-29 00:00:00,年报,1
ST西发,752,甘肃石岛玻璃有限公司,5.86%,1735.96,2022-07-06 00:00:00,年报,2
ST西发,752,西藏天地绿色饮品发展有限公司,54.57%,16172.18,2022-07-06 00:00:00,年报,2
ST西发,752,甘肃金丝路供应链有限公司,4.36%,1291.02,2022-07-06 00:00:00,年报,2
ST西发,752,西藏福地天然饮品包装有限责任公司,13.25%,3926.45,2022-07-06 00:00:00,年报,2
ST西发,752,西藏中石油昆仑燃气有限公司,4.09%,1212.17,2022-07-06 00:00:00,年报,2
ST西发,752,西藏天地绿色饮品发展有限公司,52.00%,1.42,2021-04-29 00:00:00,年报,1
ST西发,752,西藏福地天然饮品包装有限责任公司,21.43%,0.59,2021-04-29 00:00:00,年报,1
ST西发,752,甘肃金丝路供应链有限公司,4.00%,0.11,2021-04-29 00:00:00,年报,1
ST西发,752,西藏河山商贸有限公司,1.86%,0.05,2021-04-29 00:00:00,年报,1
ST西发,752,兰州黄河（金昌）麦芽有限公司,5.26%,422.38,2020-04-29 00:00:00,年报,2
ST西发,752,中国石油天然气股份有限公司西藏销售分公司,14.51%,1164.99,2020-04-29 00:00:00,年报,2
ST西发,752,成都首创包装有限公司,4.76%,382.48,2020-04-29 00:00:00,年报,1
ST西发,752,兰州银河压延玻璃有限公司,21.79%,1749.43,2020-04-29 00:00:00,年报,2
ST西发,752,甘肃石岛玻璃有限公司,41.55%,3336.16,2020-04-29 00:00:00,年报,2
ST西发,752,成都首创包装有限公司,2.71%,540.77,2019-04-30 00:00:00,年报,1
ST西发,752,烟台醴泉啤酒原料有限公司,4.06%,810.03,2019-04-30 00:00:00,年报,1
ST西发,752,兰州银河压延玻璃有限公司,11.47%,2289.19,2019-04-30 00:00:00,年报,2
ST西发,752,甘肃石岛玻璃有限公司,3.24%,646.37,2019-04-30 00:00:00,年报,2
ST西发,752,西藏天地绿色饮品发展有限公司,35.38%,7060.05,2019-04-30 00:00:00,年报,2
ST西发,752,兰州精炼玻璃制品有限公司,2.42%,522.67,2018-04-26 00:00:00,年报,2
ST西发,752,烟台醴泉啤酒原料有限公司,5.04%,1089.54,2018-04-26 00:00:00,年报,1
ST西发,752,西藏天地绿色饮品发展有限公司,43.57%,9427.89,2018-04-26 00:00:00,年报,2
ST西发,752,西藏远征包装有限公司,3.17%,685.15,2018-04-26 00:00:00,年报,2
ST西发,752,兰州银河压延玻璃有限公司,10.43%,2257.38,2018-04-26 00:00:00,年报,2
ST西发,752,兰州黄河（金昌）麦芽有限公司,2.65%,628.60,2017-04-21 00:00:00,年报,2
ST西发,752,烟台醴泉啤酒原料有限公司,7.18%,1702.13,2017-04-21 00:00:00,年报,1
ST西发,752,西藏天地绿色饮品发展有限公司,51.63%,12232.40,2017-04-21 00:00:00,年报,2
ST西发,752,西藏河山商贸有限公司,5.93%,1403.80,2017-04-21 00:00:00,年报,2
ST西发,752,兰州黄河物流仓储有限公司,1.94%,470.94,2016-04-23 00:00:00,年报,2
ST西发,752,兰州银河压延玻璃有限公司,8.10%,1968.40,2016-04-23 00:00:00,年报,2
ST西发,752,西藏天地绿色饮品发展有限公司,44.20%,10735.01,2016-04-23 00:00:00,年报,2
ST西发,752,烟台醴泉啤酒原料有限公司,5.39%,1310.07,2016-04-23 00:00:00,年报,1
ST西发,752,西藏泰孚包装科技有限公司,2.33%,566.46,2016-04-23 00:00:00,年报,1
ST西发,752,西藏天地绿色饮品发展有限公司,35.70%,9461.58,2014-04-30 00:00:00,年报,2
ST西发,752,兰州精炼玻璃制品有限公司,7.10%,1881.20,2014-04-30 00:00:00,年报,2
ST西发,752,西藏远征包装有限公司,7.07%,1874.34,2014-04-30 00:00:00,年报,2
ST西发,752,兰州黄河（金昌）麦芽有限公司,4.07%,1078.33,2014-04-30 00:00:00,年报,2
ST西发,752,烟台麦多利啤酒原料有限公司,3.00%,795.13,2014-04-30 00:00:00,年报,1
ST西发,752,兰州精炼玻璃制品有限公司,4.80%,1620.64,2013-04-27 00:00:00,年报,2
ST西发,752,兰州黄河（金昌）麦芽有限公司,4.43%,1493.95,2013-04-27 00:00:00,年报,2
ST西发,752,兰州黄河物流仓储有限公司,2.05%,693.40,2013-04-27 00:00:00,年报,2
ST西发,752,烟台麦多利啤酒原料有限公司,3.64%,1227.23,2013-04-27 00:00:00,年报,1
ST西发,752,西藏远征包装有限公司,6.39%,2158.08,2013-04-27 00:00:00,年报,2
山西高速,755,山西景熠坤家具装饰有限公司,无,3.98,2025-05-27 00:00:00,招投标公告,1
山西高速,755,山西省交通物资供应有限公司,无,26.36,2025-05-27 00:00:00,招投标公告,1
山西高速,755,太原市小店区朴薪电子产品商行,无,1.89,2025-05-27 00:00:00,招投标公告,1
山西高速,755,山西交控凤凰山实训基地有限公司,无,10.65,2025-05-14 00:00:00,招投标公告,2
山西高速,755,太原云帆伟业科技有限公司,无,,2025-04-30 00:00:00,招投标公告,1
山西高速,755,中证天通会计师事务所（特殊普通合伙）山西分所,无,,2025-04-30 00:00:00,招投标公告,1
山西高速,755,山西昱铭公路工程有限公司,4.77%,800.55,2025-04-25 00:00:00,年报,1
山西高速,755,山西艾森建材有限公司,6.69%,1122.65,2025-04-25 00:00:00,年报,1
山西高速,755,国网山西省电力公司晋中供电公司,7.83%,1313.64,2025-04-25 00:00:00,年报,1
山西高速,755,太原德利建材有限公司,6.44%,1079.92,2025-04-25 00:00:00,年报,1
山西高速,755,湖南速博融云网络科技有限公司,无,0.60,2025-04-07 00:00:00,招投标公告,1
山西高速,755,北京德和衡（太原）律师事务所,无,11.00,2025-02-13 00:00:00,招投标公告,1
山西高速,755,深圳价值在线信息科技股份有限公司,无,5.00,2025-01-23 00:00:00,招投标公告,1
山西高速,755,山西盛天锦宏勘察设计咨询有限公司,无,,2025-01-13 00:00:00,招投标公告,1
山西高速,755,山西交投综合服务开发有限公司,无,,2025-01-07 00:00:00,招投标公告,1
山西高速,755,昊天诚业集团有限公司万柏林分公司,无,,2024-12-26 00:00:00,招投标公告,1
山西高速,755,山西交投置业发展有限公司,无,,2024-12-26 00:00:00,招投标公告,2
山西高速,755,中国证券报有限责任公司,无,10.00,2024-12-19 00:00:00,招投标公告,2
山西高速,755,太原星岛智胜科技有限公司,无,3.00,2024-12-19 00:00:00,招投标公告,1
山西高速,755,山西清联信息技术有限公司,无,3.60,2024-11-08 00:00:00,招投标公告,1
山西高速,755,太原云帆伟业科技有限公司,无,3.73,2024-09-19 00:00:00,招投标公告,1
山西高速,755,中证鹏元资信评估股份有限公司,无,17.00,2024-08-20 00:00:00,招投标公告,1
山西高速,755,山西启承律师事务所,无,,2024-08-09 00:00:00,招投标公告,1
山西高速,755,中德证券有限责任公司,无,,2024-08-02 00:00:00,招投标公告,1
山西高速,755,信永中和会计师事务所（特殊普通合伙）太原分所,无,14.00,2024-07-30 00:00:00,招投标公告,1
山西高速,755,九方华科数字技术（北京）有限公司,无,24.96,2024-07-24 00:00:00,招投标公告,1
山西高速,755,中信证券股份有限公司,无,23.00,2024-07-02 00:00:00,招投标公告,1
山西高速,755,中审亚太会计师事务所（特殊普通合伙）山西分所,无,12.00,2024-07-01 00:00:00,招投标公告,2
山西高速,755,山西交通国际旅行社有限公司,无,1.10,2024-06-28 00:00:00,招投标公告,1
山西高速,755,山西省交通规划勘察设计院有限公司,无,,2024-05-27 00:00:00,招投标公告,1
山西高速,755,中天运会计师事务所（特殊普通合伙）山西分所,无,19.00,2024-05-24 00:00:00,招投标公告,1
山西高速,755,山西恒瑞诚信建筑工程有限公司,无,,2024-05-16 00:00:00,招投标公告,1
山西高速,755,山西达济工程管理有限公司,无,15.00,2024-05-08 00:00:00,招投标公告,1
山西高速,755,信永中和会计师事务所（特殊普通合伙）,无,5.00,2024-05-08 00:00:00,招投标公告,2
山西高速,755,中岩辉海有限公司,无,7.20,2024-05-07 00:00:00,招投标公告,1
山西高速,755,中化二建集团有限公司,3.97%,784.06,2024-04-26 00:00:00,年报,1
山西高速,755,国网山西省电力公司晋中供电公司,6.36%,1256.36,2024-04-26 00:00:00,年报,1
山西高速,755,晋中恒通达筑路材料有限公司,2.13%,421.79,2024-04-26 00:00:00,年报,1
山西高速,755,河北省安装工程有限公司,1.52%,300.43,2024-04-26 00:00:00,年报,1
山西高速,755,信永中和国际投资集团有限公司,无,,2024-04-10 00:00:00,招投标公告,1
山西高速,755,山西交控凤凰山实训基地有限公司,无,10.00,2024-04-07 00:00:00,招投标公告,1
山西高速,755,上海证券报社有限公司,无,8.00,2024-03-22 00:00:00,招投标公告,1
山西高速,755,北京中天华资产评估有限责任公司,无,10.00,2024-03-22 00:00:00,招投标公告,1
山西高速,755,中公华通（北京）科技发展有限公司,无,,2024-03-22 00:00:00,招投标公告,1
山西高速,755,深圳价值在线信息科技股份有限公司,无,5.00,2024-03-20 00:00:00,招投标公告,1
山西高速,755,山西因弗美讯科技有限公司,无,15.00,2024-03-13 00:00:00,招投标公告,2
山西高速,755,中天运会计师事务所（特殊普通合伙）,无,86.00,2024-02-27 00:00:00,招投标公告,1
山西高速,755,北京德和衡（太原）律师事务所,无,11.00,2024-02-08 00:00:00,招投标公告,1
山西高速,755,昊天诚业集团有限公司,无,23.59,2024-01-22 00:00:00,招投标公告,1
山西高速,755,山西路翔交通科技咨询有限公司,无,13.50,2024-01-17 00:00:00,招投标公告,1
山西高速,755,山西和瑞天运税务师事务所有限公司,无,,2024-01-17 00:00:00,招投标公告,1
山西高速,755,山西交投综合服务开发有限公司,无,5.58,2024-01-12 00:00:00,招投标公告,1
山西高速,755,山东大学深圳研究院,无,18.00,2023-11-07 00:00:00,招投标公告,1
山西高速,755,中化二建集团有限公司,无,,2023-09-18 00:00:00,招投标公告,2
山西高速,755,山西中强审计事务所（有限公司）,无,10.50,2023-07-14 00:00:00,招投标公告,2
山西高速,755,山西融媒体传媒集团有限公司,无,18.20,2023-07-14 00:00:00,招投标公告,1
山西高速,755,山西达济工程管理有限公司,无,13.50,2023-07-14 00:00:00,招投标公告,1
山西高速,755,太原云帆伟业科技有限公司,无,6.42,2023-07-14 00:00:00,招投标公告,1
山西高速,755,山西海悦商务服务集团有限公司,无,2.00,2023-07-14 00:00:00,招投标公告,1
山西高速,755,山西中联智昊会计师事务所有限公司,无,,2023-07-03 00:00:00,招投标公告,1
山西高速,755,河北省安装工程有限公司,3.07%,498.44,2023-04-28 00:00:00,年报,1
山西高速,755,山西昱铭公路工程有限公司,4.14%,672.97,2023-04-28 00:00:00,年报,1
山西高速,755,陕西汉唐计算机有限责任公司,8.04%,1306.27,2023-04-28 00:00:00,年报,1
山西高速,755,国网山西省电力公司晋中供电公司,8.70%,1414.14,2023-04-28 00:00:00,年报,1
山西高速,755,山西景熠坤家具装饰有限公司,无,2.62,2023-03-17 00:00:00,招投标公告,1
山西高速,755,中天运会计师事务所（特殊普通合伙）山西分所,无,5.50,2023-02-21 00:00:00,招投标公告,1
山西高速,755,海澜之家集团股份有限公司,无,17.77,2022-10-26 00:00:00,招投标公告,1
山西高速,755,山西海明建筑工程有限公司,无,102.79,2022-09-14 00:00:00,招投标公告,1
山西高速,755,山西景熠坤家具装饰有限公司,无,61.63,2022-09-14 00:00:00,招投标公告,1
山西高速,755,山西路翔交通科技咨询有限公司,无,34.98,2022-05-12 00:00:01,招投标公告,1
山西高速,755,北京中天华资产评估有限责任公司,无,15.00,2022-05-12 00:00:01,招投标公告,1
山西高速,755,河北省安装工程有限公司,4.50%,601.49,2022-04-28 00:00:00,年报,1
山西高速,755,国网山西省电力公司晋中供电公司,9.94%,1328.73,2022-04-28 00:00:00,年报,1
山西高速,755,山西昱铭公路工程有限公司,15.20%,2031.05,2022-04-28 00:00:00,年报,1
山西高速,755,山西佳通路桥建养有限公司,3.38%,451.48,2022-04-28 00:00:00,年报,1
山西高速,755,甘肃红峰机械有限责任公司,无,,2021-09-30 00:00:00,司法数据,1
山西高速,755,中交路建交通科技有限公司,1.32%,0.01,2021-04-29 00:00:00,年报,1
山西高速,755,山西路达实业总公司,1.80%,0.01,2021-04-29 00:00:00,年报,1
山西高速,755,邯郸市金明交通器材有限公司,6.86%,0.05,2021-04-29 00:00:00,年报,1
山西高速,755,国网山西省电力公司晋中供电公司,17.38%,0.11,2021-04-29 00:00:00,年报,1
山西高速,755,邯郸市金明交通器材有限公司,无,446.40,2020-08-21 00:00:00,招投标公告,1
山西高速,755,山西四和交通工程有限责任公司,7.32%,355.93,2020-04-10 00:00:00,年报,1
山西高速,755,山西恒信基智能科技集团有限公司,3.77%,183.43,2020-04-10 00:00:00,年报,1
山西高速,755,山西晋通电力有限公司,2.47%,120.10,2020-04-10 00:00:00,年报,1
山西高速,755,太原安装工程集团有限公司,1.97%,95.98,2020-04-10 00:00:00,年报,1
山西高速,755,北京曙光联合科技有限公司,无,,2019-11-18 00:00:00,司法数据,1
山西高速,755,上海本兮实业有限公司,无,,2019-10-21 00:00:00,司法数据,1
山西高速,755,中国石化化工销售有限公司燕山经营部,4.91%,3449.93,2019-04-19 00:00:00,年报,1
山西高速,755,旭阳营销有限公司,21.25%,14917.56,2019-04-19 00:00:00,年报,1
山西高速,755,国网山西省电力公司临汾供电公司,4.99%,3504.28,2019-04-19 00:00:00,年报,1
山西高速,755,洪洞县广大物资贸易有限公司,7.67%,5386.65,2019-04-19 00:00:00,年报,1
山西高速,755,邢台旭阳煤化工有限公司,47.75%,33521.14,2019-04-19 00:00:00,年报,1
山西高速,755,旭阳营销有限公司,54.18%,144304.37,2018-04-28 00:00:00,年报,1
山西高速,755,国网山西省电力公司临汾供电公司,5.39%,14354.92,2018-04-28 00:00:00,年报,1
山西高速,755,洪洞县广大物资贸易有限公司,5.70%,15192.32,2018-04-28 00:00:00,年报,1
山西高速,755,陕西金泰化学神木电石有限公司,4.59%,12237.48,2018-04-28 00:00:00,年报,1
山西高速,755,普罗生物技术（上海）有限公司,无,108.92,2017-10-31 00:00:00,招投标公告,2
山西高速,755,旭阳营销有限公司,26.91%,96065.87,2017-03-28 00:00:00,年报,1
山西高速,755,嘉富（张家港）国际贸易有限公司,13.10%,46760.48,2017-03-28 00:00:00,年报,1
山西高速,755,安徽晋源铜业有限公司,4.61%,16468.52,2017-03-28 00:00:00,年报,1
山西高速,755,安徽蓝德集团股份有限公司,6.10%,21762.20,2017-03-28 00:00:00,年报,1
山西高速,755,熠丰（武汉）能源有限公司,5.11%,18253.43,2017-03-28 00:00:00,年报,1
山西高速,755,阳一阀门集团有限公司,无,,2017-03-15 00:00:00,招投标公告,1
山西高速,755,陕西祺林石油化工有限责任公司,无,,2017-02-20 00:00:00,司法数据,1
山西高速,755,上海晨远贸易有限公司,16.09%,109806.41,2016-04-01 00:00:00,年报,1
山西高速,755,熠丰（武汉）能源有限公司,6.98%,47653.73,2016-04-01 00:00:00,年报,1
山西高速,755,舟山荣邦贸易有限公司,6.80%,46385.37,2016-04-01 00:00:00,年报,1
山西高速,755,嘉富（张家港）国际贸易有限公司,6.50%,44386.79,2016-04-01 00:00:00,年报,1
山西高速,755,旭阳营销有限公司,6.37%,43490.74,2016-04-01 00:00:00,年报,1
山西高速,755,山西阳煤化工机械（集团）有限公司,无,,2015-09-24 00:00:00,招投标公告,1
山西高速,755,江苏中鼎环境工程股份有限公司,无,,2015-07-31 00:00:00,招投标公告,1
